SA2_2018_Code,SA2_2018_Name,JSS_PC,SPS_PC,MTB_PC,No_Quals_PC,No_Own_PC,Damp_Mould_PC,No_Int_PC,Inc_Leq_50k_PC,Crowded_PC
162100,Takanini South,0.05,0.02,0.01,0.16,0.6,0.08,0.14,0.19,0.13
162200,Takanini Central,0.02,0.01,0.01,0.3,0.34,0.06,0.34,0.36,0
162300,Ardmore,0.02,0.01,0.03,0.21,0.47,0.24,0.17,0.32,0.12
162400,Glenbrook,0.03,0.01,0,0.24,0.35,0.18,0.22,0.14,0.08
162500,Hingaia,0.02,0,0.01,0.2,0.33,0.04,0.04,0.42,0
162600,Takanini South East,0.06,0.07,0.01,0.34,0.69,0.21,0.28,0.2,0.07
162700,Kawakawa Bay-Orere,0.04,0.02,0.03,0.24,0.36,0.19,0.26,0.21,0
162800,Papakura West,0.05,0.03,0.02,0.29,0.52,0.22,0.34,0.26,0
162900,Clevedon,0.02,0.02,0.01,0.17,0.38,0.19,0.13,0.25,0
163000,Papakura North,0.07,0.06,0.03,0.3,0.56,0.29,0.3,0.29,0.11
163100,Pahurehure,0.02,0.02,0.02,0.23,0.38,0.22,0.14,0.37,0.12
163200,Papakura Central,0.08,0.06,0.04,0.34,0.59,0.28,0.38,0.19,0.01
163300,Papakura North East,0.06,0.07,0.03,0.32,0.49,0.28,0.28,0.33,0.06
163400,Karaka Lakes,0.02,0.02,0.02,0.22,0.61,0.04,0.03,0.22,0
163500,Papakura Kelvin,0.1,0.11,0.05,0.43,0.66,0.43,0.43,0.43,0.18
163600,Papakura Massey Park,0.09,0.09,0.06,0.38,0.65,0.37,0.39,0.3,0.17
163700,Rosehill,0.08,0.07,0.03,0.33,0.54,0.28,0.26,0.12,0.12
163800,Patumahoe,0.02,0.01,0.01,0.22,0.36,0.14,0.13,0.39,0.11
163900,Papakura East,0.07,0.08,0.03,0.28,0.55,0.21,0.23,0.4,0.14
164000,Opaheke,0.04,0.03,0.02,0.24,0.38,0.28,0.18,0.28,0
164100,Papakura Industrial,0.13,0.06,0.02,0.37,0.74,0.2,0.39,0.17,0.16
164200,Red Hill,0.09,0.08,0.02,0.31,0.52,0.34,0.27,0.27,0.05
164300,Drury,0.04,0.03,0.02,0.29,0.48,0.25,0.2,0.23,0.11
164400,Tamakae,0.04,0.03,0.02,0.29,0.35,0.17,0.26,0.33,0
164500,Hamilton Estate,0.06,0.05,0.02,0.31,0.42,0.23,0.29,0.33,0.09
164600,Drury Rural,0.02,0.01,0.01,0.19,0.35,0.18,0.14,0.2,0
164700,Waiuku Central,0.06,0.08,0.03,0.34,0.51,0.18,0.29,0.39,0.06
164800,Waiuku East,0.04,0.03,0.01,0.26,0.36,0.19,0.23,0.37,0
164900,Kendallvale,0.02,0.01,0.01,0.21,0.2,0.13,0.08,0.19,0
165000,Puni,0.03,0.01,0.01,0.29,0.43,0.25,0.2,0.3,0.04
165100,Ramarama,0.02,0.01,0.01,0.19,0.4,0.17,0.14,0.28,0
165200,Hunua,0.03,0.02,0.01,0.19,0.3,0.21,0.12,0.16,0.04
165300,Pukekohe North West,0.06,0.06,0.03,0.34,0.54,0.24,0.35,0.2,0
165400,Anselmi Ridge,0.03,0.03,0.02,0.17,0.38,0.05,0.08,0.17,0
165500,Pukekohe West,0.07,0.07,0.03,0.37,0.54,0.25,0.32,0.12,0.14
165600,Cape Hill,0.03,0.02,0.02,0.15,0.33,0.11,0.1,0.39,0
165700,Rosa Birch Park,0.03,0.03,0.03,0.3,0.45,0.18,0.31,0.31,0.08
165800,Rooseville Park,0.03,0.02,0.01,0.22,0.4,0.19,0.17,0.34,0.08
165900,Cloverlea (Pukekohe),0.03,0.01,0.01,0.25,0.35,0.12,0.22,0.16,0.07
166000,Pukekohe Central,0.03,0.07,0.03,0.31,0.68,0.22,0.41,0.41,0
166100,Pukekohe Hospital,0.03,0.03,0.01,0.27,0.39,0.14,0.24,0.23,0.08
166200,Buckland,0.02,0.02,0.01,0.27,0.41,0.19,0.17,0.31,0.08
166300,Bombay Hills,0.01,0.01,0.01,0.21,0.35,0.18,0.13,0.44,0
166400,Ararimu,0.01,0.01,0.02,0.19,0.29,0.18,0.14,0.35,0
166500,Colville,0.08,0.05,0.05,0.27,0.37,0.2,0.39,0.22,0.11
166700,Coromandel,0.06,0.04,0.03,0.31,0.41,0.17,0.36,0.14,0
166900,Mercury Bay North,0.03,0.03,0.02,0.24,0.36,0.12,0.28,0,0.07
167000,Whitianga North,0.03,0.02,0.01,0.24,0.37,0.11,0.25,0.54,0
167100,Whitianga South,0.04,0.04,0.02,0.31,0.46,0.13,0.31,0,0.1
167200,Thames Coast,0.07,0.03,0.05,0.35,0.31,0.15,0.3,0.47,0.03
167300,Cooks Beach-Ferry Landing,0.02,0.02,0.03,0.24,0.28,0.1,0.23,0.39,0.09
167400,Mercury Bay South,0.05,0.03,0.01,0.22,0.35,0.15,0.21,0.5,0.03
167500,Kauaeranga,0.08,0.02,0.03,0.25,0.28,0.18,0.26,0.52,0.03
167600,Thames North,0.05,0.03,0.04,0.3,0.38,0.17,0.4,0.4,0.08
167700,Thames Central,0.07,0.04,0.09,0.39,0.56,0.16,0.55,0.41,0
167800,Thames South,0.04,0.04,0.04,0.32,0.41,0.2,0.33,0.3,0.14
167900,Hikuai,0.02,0.02,0,0.26,0.42,0.26,0.14,0.58,0.09
168000,Totora-Kopu,0.04,0.02,0.01,0.3,0.28,0.09,0.23,0.67,0
168100,Tairua,0.04,0.03,0.03,0.27,0.34,0.12,0.29,0.51,0.04
168200,Pauanui,0.02,0.01,0.02,0.22,0.25,0.05,0.21,0.38,0
168300,Matatoki-Puriri,0.04,0.03,0.03,0.34,0.39,0.2,0.28,0.37,0.01
168400,Whangamata Rural,0.08,0.02,0.03,0.25,0.35,0.17,0.29,0.5,0.15
168500,Whangamata,0.05,0.03,0.03,0.3,0.35,0.1,0.34,0.44,0
168600,Miranda-Pukorokoro,0.05,0.03,0.02,0.37,0.34,0.15,0.41,0.35,0.01
168700,Hauraki Plains North,0.03,0.03,0.02,0.34,0.45,0.24,0.27,0.35,0.13
168800,Hauraki Plains East,0.03,0.02,0.03,0.34,0.42,0.21,0.31,0.52,0.12
168900,Ngatea,0.02,0.03,0.01,0.38,0.31,0.15,0.3,0.41,0.01
169000,Hauraki Plains South,0.04,0.03,0.03,0.36,0.53,0.29,0.37,0.33,0.08
169100,Paeroa Rural,0.05,0.04,0.05,0.33,0.41,0.27,0.31,0.33,0.04
169200,Paeroa,0.07,0.04,0.07,0.41,0.41,0.21,0.43,0.39,0.09
169300,Waihi Rural,0.04,0.03,0.04,0.32,0.37,0.19,0.29,0.34,0
169400,Waihi North,0.07,0.05,0.08,0.39,0.4,0.19,0.4,0.36,0.15
169500,Waihi East,0.08,0.05,0.09,0.37,0.38,0.18,0.33,0.58,0.15
169600,Waihi South,0.08,0.04,0.11,0.41,0.41,0.22,0.44,0.4,0.07
169700,Aka Aka,0.02,0.02,0.01,0.25,0.34,0.19,0.23,0.61,0.08
169800,Mangatangi,0.03,0.04,0.02,0.27,0.44,0.22,0.27,0.57,0.06
169900,Tuakau Rural,0.02,0.01,0.01,0.24,0.36,0.22,0.19,0.6,0
170000,Tuakau North,0.05,0.05,0.02,0.36,0.46,0.21,0.31,0.23,0.05
170100,Onewhero,0.03,0.02,0.02,0.28,0.36,0.26,0.22,0.23,0
170200,Pokeno Rural,0.03,0.01,0.01,0.25,0.34,0.18,0.14,0.22,0.06
170300,Tuakau South,0.06,0.08,0.02,0.38,0.48,0.28,0.37,0.31,0.03
170400,Port Waikato-Waikaretu,0.09,0.06,0.03,0.4,0.47,0.27,0.4,0.24,0.08
170500,Pokeno,0.06,0.05,0.03,0.38,0.36,0.07,0.23,0.18,0.03
170600,Pukekawa,0.02,0.02,0.01,0.25,0.34,0.21,0.24,0.35,0
170700,Maramarua,0.07,0.05,0.04,0.37,0.55,0.28,0.35,0.46,0.07
170800,Rangiriri,0.03,0.03,0.01,0.28,0.41,0.2,0.25,0.12,0.06
170900,Te Akau,0.06,0.02,0.03,0.28,0.36,0.29,0.26,0.19,0.13
171100,Te Kauwhata,0.04,0.03,0.03,0.35,0.46,0.16,0.34,0.26,0.04
171200,Huntly Rural,0.05,0.04,0.04,0.36,0.45,0.25,0.39,0.3,0.11
171300,Waerenga,0.03,0.02,0.01,0.26,0.42,0.24,0.29,0,0.12
171400,Huntly West,0.14,0.11,0.06,0.46,0.66,0.43,0.56,0.41,0.15
171500,Huntly East,0.08,0.05,0.04,0.4,0.48,0.27,0.4,0.34,0.01
171600,Raglan,0.1,0.05,0.06,0.28,0.5,0.21,0.29,0.3,0.06
171700,Whitikahu,0.03,0.03,0.01,0.28,0.53,0.26,0.24,0.53,0.12
171800,Te Uku,0.06,0.03,0.02,0.22,0.4,0.19,0.26,0.45,0.06
171900,Taupiri-Lake Kainui,0.06,0.04,0.03,0.34,0.46,0.22,0.3,0.41,0.08
172000,Ngaruawahia North,0.17,0.1,0.06,0.4,0.57,0.37,0.44,0.2,0.21
172100,Ngaruawahia Central,0.1,0.09,0.06,0.41,0.54,0.32,0.44,0.31,0.19
172200,Ngaruawahia South,0.09,0.04,0.04,0.36,0.46,0.24,0.32,0.28,0.18
172300,Kainui-Gordonton,0.02,0.03,0.01,0.22,0.5,0.2,0.15,0.39,0
172400,Te Kowhai,0.02,0.02,0.02,0.26,0.3,0.14,0.19,0.39,0.08
172500,Whatawhata West,0,0.01,0.01,0.19,0.42,0.15,0.17,0.32,0
172600,Horotiu,0.08,0.05,0.02,0.36,0.43,0.21,0.22,0.21,0.03
172700,Horsham Downs,0.04,0.02,0.01,0.16,0.41,0.11,0.15,0.26,0
172800,Whatawhata East,0.04,0.02,0.01,0.26,0.35,0.15,0.15,0.15,0.05
172900,Rotokauri (Waikato District),0.02,0.01,0.01,0.2,0.31,0.12,0.11,0.25,0
173000,Hamilton Park,0.03,0.01,0,0.19,0.44,0.19,0.18,0.15,0.05
173100,Eureka-Tauwhare,0.02,0.01,0.01,0.21,0.42,0.16,0.17,0.17,0.1
173200,Tamahere North,0.01,0.01,0,0.13,0.33,0.08,0.1,0.12,0.07
173300,Pukemoremore,0.03,0.03,0.01,0.24,0.38,0.19,0.16,0.2,0.1
173400,Tamahere South,0.02,0.01,0.01,0.16,0.35,0.14,0.08,0.16,0.01
173500,Tahuna-Mangateparu,0.03,0.02,0.02,0.28,0.48,0.19,0.3,0.19,0.04
173600,Mangaiti,0.03,0.03,0.01,0.33,0.54,0.28,0.27,0.18,0.06
173700,Tatuanui,0.02,0.02,0.01,0.31,0.57,0.24,0.25,0.18,0.09
173800,Tahuroa,0.03,0.03,0.02,0.26,0.52,0.24,0.25,0.28,0
173900,Morrinsville East,0.02,0.02,0.02,0.3,0.33,0.16,0.29,0.26,0.07
174000,Morrinsville West,0.05,0.06,0.03,0.37,0.45,0.23,0.4,0.19,0.14
174100,Te Aroha East,0.05,0.04,0.06,0.37,0.37,0.19,0.43,0.23,0
174200,Te Aroha West,0.03,0.03,0.03,0.34,0.35,0.15,0.28,0.35,0.02
174300,Waihou-Manawaru,0.03,0.03,0.02,0.37,0.49,0.25,0.33,0.45,0.02
174400,Waitoa-Ngarua,0.04,0.03,0.02,0.34,0.58,0.26,0.33,0.54,0.02
174500,Richmond Downs-Wardville,0.04,0.03,0.02,0.27,0.54,0.26,0.29,0.39,0
174600,Waharoa-Peria,0.06,0.05,0.04,0.36,0.52,0.24,0.33,0.31,0.05
174700,Okauia,0.01,0.02,0.01,0.3,0.53,0.19,0.25,0.29,0.02
174800,Hinuera,0.02,0.02,0.01,0.27,0.53,0.22,0.21,0.22,0
174900,Matamata North,0.03,0.03,0.03,0.37,0.36,0.16,0.39,0.26,0.05
175000,Matamata South,0.03,0.03,0.03,0.35,0.38,0.16,0.31,0.29,0.08
175100,Te Poi,0.04,0.03,0.02,0.34,0.51,0.28,0.33,0.17,0.13
175200,Te Rapa North,0.05,0.02,0,0.27,0.55,0.27,0.24,0.46,0
175300,Flagstaff North,0.02,0,0,0.08,0.27,0.03,0.04,0.43,0.1
175400,Rotokauri-Waiwhakareke,0.03,0.01,0.02,0.27,0.43,0.09,0.18,0.28,0
175500,Flagstaff South,0.03,0.03,0,0.12,0.24,0.03,0.06,0.25,0.03
175600,Rototuna North,0,0,0,0.19,0.48,0.08,0.13,0.14,0
175700,Pukete West,0.04,0.05,0.01,0.23,0.45,0.21,0.15,0.21,0.03
175800,Flagstaff East,0.02,0.01,0.01,0.19,0.3,0.11,0.19,0.12,0.1
175900,Rototuna Central,0.02,0.02,0.01,0.16,0.35,0.07,0.07,0.18,0.06
176000,Pukete East,0.03,0.02,0.02,0.18,0.38,0.2,0.12,0.27,0.12
176100,Te Manatu,0.03,0.01,0.02,0.2,0.42,0.07,0.1,0.35,0
176200,Rototuna South,0.02,0.01,0.01,0.16,0.31,0.08,0.11,0.2,0.09
176300,Te Rapa South,0.04,0.04,0.04,0.26,0.52,0.19,0.33,0.22,0
176400,Saint Andrews West,0.07,0.05,0.05,0.3,0.56,0.31,0.24,0.2,0.07
176500,Saint Andrews East,0.03,0.02,0.01,0.19,0.36,0.18,0.19,0.3,0.04
176600,Queenwood (Hamilton),0.02,0.01,0.01,0.14,0.32,0.18,0.13,0.27,0
176700,St James,0.01,0,0,0.11,0.27,0.06,0.06,0.33,0
176800,Crawshaw,0.11,0.11,0.05,0.38,0.63,0.34,0.35,0.3,0.1
176900,Huntington,0.01,0,0.01,0.15,0.28,0.05,0.05,0.23,0.07
177000,Western Heights (Hamilton),0.02,0.01,0.01,0.21,0.27,0.08,0.09,0.18,0
177100,Nawton West,0.06,0.04,0.02,0.32,0.44,0.19,0.2,0.44,0
177200,Nawton East,0.09,0.07,0.04,0.34,0.56,0.29,0.33,0.16,0.17
177300,Chartwell,0.07,0.06,0.04,0.27,0.54,0.35,0.32,0.18,0.09
177400,Forest Lake (Hamilton),0.04,0.03,0.03,0.24,0.49,0.22,0.26,0.33,0.1
177500,Chedworth,0.03,0.02,0.01,0.17,0.34,0.23,0.16,0.44,0.12
177600,Beerescourt,0.03,0.02,0.01,0.19,0.45,0.19,0.21,0.45,0.06
177700,Miropiko,0.03,0.02,0.01,0.15,0.39,0.21,0.15,0.44,0.13
177800,Porritt,0.06,0.05,0.04,0.26,0.56,0.3,0.31,0.28,0.03
177900,Dinsdale North,0.06,0.04,0.03,0.28,0.47,0.27,0.25,0.29,0.01
178000,Maeroa,0.07,0.05,0.04,0.23,0.63,0.33,0.28,0.24,0.1
178100,Dinsdale South,0.05,0.03,0.02,0.27,0.42,0.24,0.23,0.46,0.05
178200,Fairfield (Hamilton),0.1,0.09,0.06,0.29,0.65,0.36,0.38,0.33,0.05
178300,Whitiora,0.1,0.04,0.06,0.21,0.81,0.23,0.33,0.35,0.06
178400,Enderley North,0.17,0.1,0.07,0.39,0.71,0.41,0.4,0.29,0.24
178500,Fairview Downs,0.07,0.04,0.03,0.23,0.49,0.26,0.22,0.46,0.16
178600,Temple View,0.09,0.04,0.01,0.17,0.66,0.34,0.17,0.4,0.15
178700,Swarbrick,0.1,0.09,0.04,0.32,0.65,0.18,0.39,0.5,0.04
178800,Kahikatea,0.1,0.08,0.04,0.32,0.62,0.29,0.33,0.29,0.15
178900,Frankton Junction (Hamilton),0.15,0.05,0.02,0.27,0.8,0.23,0.31,0.32,0.19
179000,Kirikiriroa,0.19,0.03,0.09,0.26,0.88,0.24,0.44,0.47,0.09
179100,Enderley South,0.11,0.07,0.05,0.28,0.63,0.28,0.39,0.39,0.08
179200,Ruakura,0.03,0,0.01,0.04,0.88,0.13,0.14,0.41,0.05
179300,Claudelands,0.09,0.04,0.05,0.17,0.66,0.34,0.29,0.46,0.14
179400,Hamilton Central,0.06,0.02,0.03,0.1,0.8,0.15,0.17,0.51,0.14
179500,Hamilton Lake,0.06,0.02,0.03,0.15,0.59,0.26,0.22,0.18,0
179600,Peachgrove,0.05,0.02,0.02,0.17,0.54,0.2,0.26,0.42,0.03
179700,Hamilton East Village,0.09,0.03,0.06,0.18,0.8,0.33,0.34,0.43,0.17
179800,Hamilton West,0.06,0.02,0.04,0.16,0.7,0.25,0.21,0.32,0.01
179900,Greensboro,0.08,0.02,0.02,0.07,0.91,0.27,0.24,0.38,0.13
180000,Hamilton East Cook,0.08,0.05,0.03,0.17,0.73,0.32,0.25,0.5,0.06
180100,Melville North,0.07,0.05,0.03,0.2,0.63,0.29,0.26,0.4,0
